c_amnatthaya_adj;Amnatthayan;;;;;;;;;;;;;x
c_amnkret;Amnkret;;;;;;;;;;;;;x
c_amnkret_adj;Amnkret;;;;;;;;;;;;;x
c_amol;Amol;;;;;;;;;;;;;x
c_amol_adj;Amollic;;;;;;;;;;;;;x
c_anakar;Anakar;;;;;;;;;;;;;x
c_anakar_adj;Anakaran;;;;;;;;;;;;;x
c_andrethis;Andrethis;;;;;;;;;;;;;x
c_andrethis_adj;Andrethian;;;;;;;;;;;;;x
c_anga;Anga;;;;;;;;;;;;;x
c_anga_adj;Angan;;;;;;;;;;;;;x
c_angbesar;Ang Besar;;;;;;;;;;;;;x
c_angbesar_adj;Ang Besar;;;;;;;;;;;;;x
c_anghet;Ang Het;;;;;;;;;;;;;x
c_anghet_adj;Ang Het;;;;;;;;;;;;;x
c_anghon;Ang Hon;;;;;;;;;;;;;x
c_anghon_adj;Ang Hon;;;;;;;;;;;;;x
c_angpo;Ang Po;;;;;;;;;;;;;x
c_angpo_adj;Ang Po;;;;;;;;;;;;;x
c_angsuan;Ang Suan;;;;;;;;;;;;;x
c_angsuan_adj;Ang Suan;;;;;;;;;;;;;x
c_ankar;Ankar;;;;;;;;;;;;;x
c_ankar_adj;Ankar;;;;;;;;;;;;;x
c_ansilvund;Ansilvund;;;;;;;;;;;;;x
c_ansilvund_adj;Ansilvunder;;;;;;;;;;;;;x
c_antara;Antara;;;;;;;;;;;;;x
c_antara_adj;Antara;;;;;;;;;;;;;x
c_anticlere;Anticlere;;;;;;;;;;;;;x
c_anticlere_adj;Anticleren;;;;;;;;;;;;;x
c_anvil;Anvil;;;;;;;;;;;;;x
c_anvil_adj;Anvillian;;;;;;;;;;;;;x
c_applewatch;Applewatch;;;;;;;;;;;;;x
c_applewatch_adj;Applewatcher;;;;;;;;;;;;;x
c_arat;Arat;;;;;;;;;;;;;x
c_arat_adj;Arat;;;;;;;;;;;;;x
c_arcantys;Arcantys;;;;;;;;;;;;;x
c_arcantys_adj;Arcantian;;;;;;;;;;;;;x
c_marbruk;Marbruk;;;;;;;;;;;;;x
c_marbruk_adj;Marbrukic;;;;;;;;;;;;;x
c_archengrangrove;Archengangrove;;;;;;;;;;;;;x
c_archengrangrove_adj;Archengangrovean;;;;;;;;;;;;;x
c_archon;Archon;;;;;;;;;;;;;x
c_archon_adj;Archic;;;;;;;;;;;;;x
c_arenthia;Arenthia;;;;;;;;;;;;;x
c_arenthia_adj;Arenthia;;;;;;;;;;;;;x
c_argolis;Argolis;;;;;;;;;;;;;x
c_argolis_adj;Argolian;;;;;;;;;;;;;x
c_arnor;Arnor;;;;;;;;;;;;;x
c_arnor_adj;Arnor;;;;;;;;;;;;;x
c_arrius;Arrius;;;;;;;;;;;;;x
c_arrius_adj;Arrian;;;;;;;;;;;;;x
c_ascadian;Ascadian Isles;;;;;;;;;;;;;x
c_ascadian_adj;Ascadian;;;;;;;;;;;;;x
c_ash;Ash;;;;;;;;;;;;;x
c_ashlands;Ashlands;;;;;;;;;;;;;x
c_ashlands_adj;Ashen;;;;;;;;;;;;;x
c_ash_adj;Ashen;;;;;;;;;;;;;x
c_askarimir;Askarimir;;;;;;;;;;;;;x
c_askarimir_adj;Askarimir;;;;;;;;;;;;;x
c_asp;Asp;;;;;;;;;;;;;x
c_asp_adj;Asp;;;;;;;;;;;;;x
c_aubigny;Aubigny;;;;;;;;;;;;;x
c_aubigny_adj;Aubignian;;;;;;;;;;;;;x
c_aurus;Aurus;;;;;;;;;;;;;x
c_aurus_adj;Aurian;;;;;;;;;;;;;x
c_aya;Aya;;;;;;;;;;;;;x
c_aya_adj;Aya;;;;;;;;;;;;;x
c_ayasofya;Ayasofya;;;;;;;;;;;;;x
c_ayasofya_adj;Ayasofian;;;;;;;;;;;;;x
c_azracrossing;Azra's Crossing;;;;;;;;;;;;;x
c_azracrossing_adj;Azra's Crossing;;;;;;;;;;;;;x
c_azurascoast;Azura's Coast;;;;;;;;;;;;;x
c_azurascoast_adj;Azuran;;;;;;;;;;;;;x
c_badang;Badang;;;;;;;;;;;;;x
c_badang_adj;Badang;;;;;;;;;;;;;x
c_baga;Baga;;;;;;;;;;;;;x
c_baga_adj;Bagian;;;;;;;;;;;;;x
c_balakan;Balakan;;;;;;;;;;;;;x
c_balakan_adj;Balakan;;;;;;;;;;;;;x
c_balfall;Bal Fall;;;;;;;;;;;;;x
c_balfalls;Balfalls;;;;;;;;;;;;;x
c_balfalls_adj;Balfallic;;;;;;;;;;;;;x
c_balfall_adj;Bal Fall;;;;;;;;;;;;;x
c_balfiera;Balfiera;;;;;;;;;;;;;x
c_balfiera_adj;Balfieran;;;;;;;;;;;;;x
c_balima;Balima;;;;;;;;;;;;;x
c_balima_adj;Balima;;;;;;;;;;;;;x
c_balinesti;Balinesti;;;;;;;;;;;;;x
c_balinesti_adj;Balinestian;;;;;;;;;;;;;x
c_balsquare;Balsquare;;;;;;;;;;;;;x
c_balsquare_adj;Balsquare;;;;;;;;;;;;;x
c_banglasin;Banglasin;;;;;;;;;;;;;x
c_banglasin_adj;Banglasin;;;;;;;;;;;;;x
c_bangom;Bang Om;;;;;;;;;;;;;x
c_bangom_adj;Bang Om;;;;;;;;;;;;;x
c_bangphai;Bang Phai;;;;;;;;;;;;;x
c_bangphai_adj;Bang Phain;;;;;;;;;;;;;x
c_bangsuan;Bang Suan;;;;;;;;;;;;;x
c_bangsuan_adj;Bang Suan;;;;;;;;;;;;;x
c_bannermist;Bannermist;;;;;;;;;;;;;x
c_bannermist_adj;Bannermist;;;;;;;;;;;;;x
c_banta;Banta;;;;;;;;;;;;;x
c_banta_adj;Bantan;;;;;;;;;;;;;x
c_baram;Baram;;;;;;;;;;;;;x
c_baram_adj;Baram;;;;;;;;;;;;;x
c_barda;Barda;;;;;;;;;;;;;x
c_barda_adj;Barda;;;;;;;;;;;;;x
c_batar;Batar;;;;;;;;;;;;;x
c_batar_adj;Batar;;;;;;;;;;;;;x
c_batozan;Batozan;;;;;;;;;;;;;x
c_batozan_adj;Batozan;;;;;;;;;;;;;x
c_battalya;Battalya;;;;;;;;;;;;;x
c_battalya_adj;Battalya;;;;;;;;;;;;;x
c_baut;Irranhu;;;;;;;;;;;;;x
c_baut_adj;Irranhu;;;;;;;;;;;;;x
c_behar;Behar;;;;;;;;;;;;;x
c_behar_adj;Behar;;;;;;;;;;;;;x
c_beku;Beku;;;;;;;;;;;;;x
c_beku_adj;Beku;;;;;;;;;;;;;x
c_belda;Belda;;;;;;;;;;;;;x
c_belda_adj;Beldan;;;;;;;;;;;;;x
c_belemis;Belemis;;;;;;;;;;;;;x
c_belemis_adj;Belemis;;;;;;;;;;;;;x
c_belkarth;Belkarth;;;;;;;;;;;;;x
c_belkarth_adj;Belkarthic;;;;;;;;;;;;;x
c_belportrun;Belport Run;;;;;;;;;;;;;x
c_belportrun_adj;Belport;;;;;;;;;;;;;x
c_betony;Betony;;;;;;;;;;;;;x
c_betony_adj;Betonnic;;;;;;;;;;;;;x
c_bhatanir;Bhatanir;;;;;;;;;;;;;x
c_bhatanir_adj;Bhatanir;;;;;;;;;;;;;x
c_bhoriane;Bhoriane;;;;;;;;;;;;;x
c_bhoriane_adj;Bhorianen;;;;;;;;;;;;;x
c_binaiki;Binaiki;;;;;;;;;;;;;x
c_binaiki_adj;Binaiki;;;;;;;;;;;;;x
c_bingursa;Bingursa;;;;;;;;;;;;;x
c_bingursa_adj;Bingursa;;;;;;;;;;;;;x
c_bisat;Bisat;;;;;;;;;;;;;x
c_bisat_adj;Bisat;;;;;;;;;;;;;x
c_bittercoast;Bitter Coast;;;;;;;;;;;;;x
c_bittercoast_adj;Bitter;;;;;;;;;;;;;x
c_bjoulsae;Bjoulsae;;;;;;;;;;;;;x
c_bjoulsae_adj;Bjoulsaen;;;;;;;;;;;;;x
c_blackboot;Blackboot;;;;;;;;;;;;;x
c_blackboot_adj;Blackboot;;;;;;;;;;;;;x
c_blackharbour;Esroniet;;;;;;;;;;;;;x
c_blackhaven;Blackhaven;;;;;;;;;;;;;x
c_blackhaven_adj;Black Haven;;;;;;;;;;;;;x
c_blackheights;Black Heights;;;;;;;;;;;;;x
c_blackheights_adj;Black;;;;;;;;;;;;;x
c_blacklight;Blacklight;;;;;;;;;;;;;x
c_blacklight_adj;Blacklighter;;;;;;;;;;;;;x
c_blackmarsh;Blackmarsh;;;;;;;;;;;;;x
c_blackmarsh_adj;Blackmarshan;;;;;;;;;;;;;x
c_blackpark;Blackpark;;;;;;;;;;;;;x
c_blackpark_adj;Blackpark;;;;;;;;;;;;;x
c_blackrock;Blackrock;;;;;;;;;;;;;x
c_blackrose;Blackrose;;;;;;;;;;;;;x
c_blackrose_adj;Blackrose;;;;;;;;;;;;;x
c_blackwater;Blackwater;;;;;;;;;;;;;x
c_blackwater_adj;Blackwatery;;;;;;;;;;;;;x
c_blackwood_adj;Blackwood;;;;;;;;;;;;;x
c_blain;Blain;;;;;;;;;;;;;x
c_blain_adj;Blainic;;;;;;;;;;;;;x
c_blankenmarch;Blankenmarch;;;;;;;;;;;;;x
c_blankenmarch_adj;Blankenmarcher;;;;;;;;;;;;;x
c_bleakwind;Bleakwind;;;;;;;;;;;;;x
c_bleakwind_adj;Bleakwind;;;;;;;;;;;;;x
c_bloodhorn;Bloodhorn;;;;;;;;;;;;;x
c_bloodhorn_adj;Bloodhorner;;;;;;;;;;;;;x
c_bloodrun;Bloodrun;;;;;;;;;;;;;x
c_bloodrun_adj;Bloodrunner;;;;;;;;;;;;;x
c_bodrum;Bodrum;;;;;;;;;;;;;x
c_bodrum_adj;Bodrumian;;;;;;;;;;;;;x
c_bogwraith;Bogwraith;;;;;;;;;;;;;x
c_bogwraith_adj;Bogwraith;;;;;;;;;;;;;x
c_bolkara;Bolkara;;;;;;;;;;;;;x
c_bolkara_adj;Bolkara;;;;;;;;;;;;;x
c_bolukars;Bolukars;;;;;;;;;;;;;x
c_bolukars_adj;Bolukars;;;;;;;;;;;;;x
c_boluya;Boluya;;;;;;;;;;;;;x
c_boluya_adj;Boluya;;;;;;;;;;;;;x
c_bondar;Bondar;;;;;;;;;;;;;x
c_bondar_adj;Bondarian;;;;;;;;;;;;;x
c_bosmora;Bosmora;;;;;;;;;;;;;;
c_bosmora_adj;Bosmorian;;;;;;;;;;;;;;
c_bramblepoint;Bramblepoint;;;;;;;;;;;;;x
c_bramblepoint_adj;Bramblepointer;;;;;;;;;;;;;x
c_bramblewood;Bramblewood;;;;;;;;;;;;;x
c_bramblewood_adj;Bramblewood;;;;;;;;;;;;;x
c_branchmont;Branchmont;;;;;;;;;;;;;x
c_branchmont_adj;Branchmontian;;;;;;;;;;;;;x
c_bravil;Bravil;;;;;;;;;;;;;x
c_bravil_adj;Bravillian;;;;;;;;;;;;;x
c_brena;Brena;;;;;;;;;;;;;x
c_brena_adj;Brennic;;;;;;;;;;;;;x
c_khenarthi;Khenarthi's Roost;;;;;;;;;;;;;x
c_khenarthi_adj;Khenarthi;;;;;;;;;;;;;x
c_briarpatch;Briarpatch;;;;;;;;;;;;;x
c_briarpatch_adj;Briarpatch;;;;;;;;;;;;;x
c_brindlehome;Brindle Home;;;;;;;;;;;;;x
c_brindlehome_adj;Brindle;;;;;;;;;;;;;x
c_brittlerock;Brittlerock;;;;;;;;;;;;;x
c_brittlerock_adj;Brittlerock;;;;;;;;;;;;;x
c_brittleshin;Brittleshin Pass;;;;;;;;;;;;;x
c_brittleshin_adj;Brittleshin;;;;;;;;;;;;;x
c_brukreich;Brukreich;;;;;;;;;;;;;x
c_brukreich_adj;Brukreichan;;;;;;;;;;;;;x
c_bruma;Bruma;;;;;;;;;;;;;x
c_bruma_adj;Bruman;;;;;;;;;;;;;x
c_bthalft;Arcwind;;;;;;;;;;;;;x
c_bthalft_adj;Arcwindian;;;;;;;;;;;;;x
c_buarachan;Buarachan;;;;;;;;;;;;;x
c_buarachan_adj;Buarachan;;;;;;;;;;;;;x
c_bukduk;Bukduk;;;;;;;;;;;;;x
c_bukduk_adj;Bukduk;;;;;;;;;;;;;x
c_bukkul;Bukkul;;;;;;;;;;;;;x
c_bukkul_adj;Bukkul;;;;;;;;;;;;;x
c_bukpang;Bukpang;;;;;;;;;;;;;x
c_bukpang_adj;Bukpang;;;;;;;;;;;;;x
c_bulwark;Bulwark;;;;;;;;;;;;;x
c_bulwark_adj;Bulwarkian;;;;;;;;;;;;;x
c_burfez;Burfez;;;;;;;;;;;;;x
c_burfez_adj;Burfez;;;;;;;;;;;;;x
c_burising;Burising;;;;;;;;;;;;;x
c_burising_adj;Burising;;;;;;;;;;;;;x
c_bursana;Bursana;;;;;;;;;;;;;x
c_bursana_adj;Bursana;;;;;;;;;;;;;x
c_burvas;Burvas;;;;;;;;;;;;;x
c_burvas_adj;Burvas;;;;;;;;;;;;;x
c_burzmir;Burzmir;;;;;;;;;;;;;x
c_burzmir_adj;Burzmir;;;;;;;;;;;;;x
c_cambrian;Cambrian;;;;;;;;;;;;;x
c_cambrian_adj;Cambrian;;;;;;;;;;;;;x
c_camlorn;Camlorn;;;;;;;;;;;;;x
c_camlorn_adj;Camlornian;;;;;;;;;;;;;x
c_cappado;Cappado;;;;;;;;;;;;;x
c_cappado_adj;Cappadocian;;;;;;;;;;;;;x
c_caractacus;Caractacus;;;;;;;;;;;;;x
c_caractacus_adj;Caractacusic;;;;;;;;;;;;;x
c_carakal;Carakal;;;;;;;;;;;;;x
c_carakal_adj;Carakal;;;;;;;;;;;;;x
c_carmala;Carmala;;;;;;;;;;;;;x
c_carmala_adj;Carmalan;;;;;;;;;;;;;x
c_carmar;Carmar;;;;;;;;;;;;;x
c_carmar_adj;Carmarian;;;;;;;;;;;;;x
c_castlejoy;Castlejoy;;;;;;;;;;;;;x
c_castlejoy_adj;Castlejoy;;;;;;;;;;;;;x
c_cathay;Cathay;;;;;;;;;;;;;x
c_cathay_adj;Cathayan;;;;;;;;;;;;;x
c_cathnoquey;Quey;;;;;;;;;;;;;x
c_cathnoquey_adj;Queyen;;;;;;;;;;;;;x
c_catoydur;Catoydurian;;;;;;;;;;;;;x
c_catoydur;Ydurric;;;;;;;;;;;;;x
c_cedrian;Cedrian;;;;;;;;;;;;;x
c_cedrian_adj;Cedric;;;;;;;;;;;;;x
c_ceffa;Ceffa;;;;;;;;;;;;;x
c_ceffa_adj;Ceffan;;;;;;;;;;;;;x
c_cespar;Cespar;;;;;;;;;;;;;x
c_cespar_adj;Cespian;;;;;;;;;;;;;x
c_cidang;Cidang;;;;;;;;;;;;;x
c_cidang_adj;Cidang;;;;;;;;;;;;;x
c_ciman;Ciman;;;;;;;;;;;;;x
c_ciman_adj;Ciman;;;;;;;;;;;;;x
c_cirat;Cirat;;;;;;;;;;;;;x
c_cirat_adj;Cirat;;;;;;;;;;;;;x
c_chadahan;Chadahan;;;;;;;;;;;;;x
c_chadahan_adj;Chadahan;;;;;;;;;;;;;x
c_chajalai;Chajalai;;;;;;;;;;;;;x
c_chajalai_adj;Chajalaean;;;;;;;;;;;;;x
c_chalman;Chalman;;;;;;;;;;;;;x
c_chalman_adj;Chalman;;;;;;;;;;;;;x
c_changzi_adj;Changzuese;;;;;;;;;;;;;x
c_chanubi_adj;Chanubi;;;;;;;;;;;;;x
c_chasecreek;Chasecreek;;;;;;;;;;;;;x
c_chasecreek_adj;Creekic;;;;;;;;;;;;;x
c_chasegrove;Chasegrove;;;;;;;;;;;;;x
c_chasegrove_adj;Chasegrovian;;;;;;;;;;;;;x
c_chasepoint;Chasepoint;;;;;;;;;;;;;x
c_chasepoint_adj;Chasepoint;;;;;;;;;;;;;x
c_cheydinhal;Cheydinhal;;;;;;;;;;;;;x
c_cheydinhal_adj;Cheydin;;;;;;;;;;;;;x
c_chianglam;Chianglam;;;;;;;;;;;;;x
c_chianglam_adj;Chianglam;;;;;;;;;;;;;x
c_chiangmai;Chiangmai;;;;;;;;;;;;;x
c_chiangmai_adj;Chiangmai;;;;;;;;;;;;;x
c_chonang;Chon Ang;;;;;;;;;;;;;x
c_chonang_adj;Chon Ang;;;;;;;;;;;;;x
c_chondahan;Chondahan;;;;;;;;;;;;;x
c_chondahan_adj;Chondahan;;;;;;;;;;;;;x
c_chorrol_adj;Chorrol;;;;;;;;;;;;;x
c_cliffwatch;Cliffwatch;;;;;;;;;;;;;x
c_cliffwatch_adj;Cliffwatch;;;;;;;;;;;;;x
c_cloudrest;Cloudrest;;;;;;;;;;;;;x
c_cloudrest_adj;Clodian;;;;;;;;;;;;;x
c_cloudruler;Cloudruler;;;;;;;;;;;;;x
c_cloudruler_adj;Cloudruler;;;;;;;;;;;;;x
c_cloudspring_adj;Cloudspring;;;;;;;;;;;;;x
c_cloudtop;Cloudtop;;;;;;;;;;;;;x
c_cloudtop_adj;Cloudtop;;;;;;;;;;;;;x
c_coldcorn;Coldcorn;;;;;;;;;;;;;x
c_coldcorn_adj;Coldcornish;;;;;;;;;;;;;x
c_coldmoor;Coldmoor;;;;;;;;;;;;;x
c_coldmoor_adj;Coldmoorer;;;;;;;;;;;;;x
c_coldrock;Coldrock;;;;;;;;;;;;;x
c_coldrock_adj;Coldrock;;;;;;;;;;;;;x
c_conak;Conak;;;;;;;;;;;;;x
c_conak_adj;Conak;;;;;;;;;;;;;x
c_copang;Copang;;;;;;;;;;;;;x
c_copang_adj;Copang;;;;;;;;;;;;;x
c_corgrad;Corgrad;;;;;;;;;;;;;x
c_corgrad_adj;Corgradian;;;;;;;;;;;;;x
c_corimont;Corimont;;;;;;;;;;;;;x
c_corimont_adj;Corimontian;;;;;;;;;;;;;x
c_corinth;Corinth;;;;;;;;;;;;;x
c_corinth_adj;Corinthian;;;;;;;;;;;;;x
c_corisilmoor;Silmoor;;;;;;;;;;;;;x
c_corisilmoor_adj;Silmoor;;;;;;;;;;;;;x
c_cormair;Cormair;;;;;;;;;;;;;x
c_cormair_adj;Cormair;;;;;;;;;;;;;x
c_cormaris;Cormaris;;;;;;;;;;;;;x
c_cormaris_adj;Cormarian;;;;;;;;;;;;;x
c_cotu;Cotu;;;;;;;;;;;;;x
c_cotu_adj;Cotu;;;;;;;;;;;;;x
c_cropsford;Cropsford;;;;;;;;;;;;;x
c_cropsford_adj;Cropsforder;;;;;;;;;;;;;x
c_crowhaven;Crowhaven;;;;;;;;;;;;;x
c_crowhaven_adj;Crow;;;;;;;;;;;;;x
c_culotte;Culotte;;;;;;;;;;;;;x
c_culotte_adj;Culottian;;;;;;;;;;;;;x
c_cuptor;Cuptor;;;;;;;;;;;;;x
c_cuptor_adj;Cuptoric;;;;;;;;;;;;;x
c_daenia;Daenia;;;;;;;;;;;;;x
c_daenia_adj;Daenian;;;;;;;;;;;;;x
c_daggerfall;Daggerfall;;;;;;;;;;;;;x
c_daggerfall_adj;Daggerfall;;;;;;;;;;;;;x
c_darang;Darang;;;;;;;;;;;;;x
c_darang_adj;Darang;;;;;;;;;;;;;x
c_daresen;Daresen;;;;;;;;;;;;;x
c_daresen_adj;Daresen;;;;;;;;;;;;;x
c_dargan;Dargan;;;;;;;;;;;;;x
c_dargan_adj;Dargan;;;;;;;;;;;;;x
c_darglade;Darglade;;;;;;;;;;;;;x
c_darglade_adj;Corian;;;;;;;;;;;;;x
c_darguard;Darguard;;;;;;;;;;;;;x
c_darguard_adj;Darguard;;;;;;;;;;;;;x
c_darjar;Darjar;;;;;;;;;;;;;x
c_darjar_adj;Darjar;;;;;;;;;;;;;x
c_darkarn;Darkarn;;;;;;;;;;;;;x
c_darkarn_adj;Darkarnian;;;;;;;;;;;;;x
c_darkfathom;Darkfathom;;;;;;;;;;;;;x
c_darkfathom_adj;Darkfathom;;;;;;;;;;;;;x
c_darkwatch;Darkwatch;;;;;;;;;;;;;x
c_darkwatch_adj;Darkwatch;;;;;;;;;;;;;x
c_darlam;Darlam;;;;;;;;;;;;;x
c_darlam_adj;Darlam;;;;;;;;;;;;;x
c_darvon;Darvon;;;;;;;;;;;;;x
c_darvon_adj;Darvonnic;;;;;;;;;;;;;x
c_darvulk;Darvulk;;;;;;;;;;;;;x
c_darvulk_adj;Darvulkic;;;;;;;;;;;;;x
c_dasekmoor;Dasekmoor;;;;;;;;;;;;;x
c_dasekmoor_adj;Dasek;;;;;;;;;;;;;x
c_dawnstar;Dawnstar;;;;;;;;;;;;;x
c_dawnstar_adj;Dawnstar;;;;;;;;;;;;;x
c_deepscorn;Deepscorn;;;;;;;;;;;;;x
c_deepscorn_adj;Deepscorn;;;;;;;;;;;;;x
c_deerhollow;Deerhollow;;;;;;;;;;;;;x
c_deerhollow_adj;Deerhollow;;;;;;;;;;;;;x
c_degali;Degali;;;;;;;;;;;;;x
c_degali_adj;Degali;;;;;;;;;;;;;x
c_deshaan;Deshaan;;;;;;;;;;;;;x
c_deshaan_adj;Deshaan;;;;;;;;;;;;;x
c_dinab;Dinab;;;;;;;;;;;;;x
c_dinab_adj;Dinabian;;;;;;;;;;;;;x
c_dirich;Dirich;;;;;;;;;;;;;x
c_dirich_adj;Dirichian;;;;;;;;;;;;;x
c_diss;Diss;;;;;;;;;;;;;x
c_diss_adj;Diss;;;;;;;;;;;;;x
c_diverock;Dive Rock;;;;;;;;;;;;;x
c_diverock_adj;Dive Rock;;;;;;;;;;;;;x
c_diyakale;Diyakale;;;;;;;;;;;;;x
c_diyakale_adj;Diyakale;;;;;;;;;;;;;x
c_diyarum;Diyarum;;;;;;;;;;;;;x
c_diyarum_adj;Diyarum;;;;;;;;;;;;;x
c_djenne;Djenne;;;;;;;;;;;;;x
c_djenne_adj;Djennen;;;;;;;;;;;;;x
c_dorven;Dorven;;;;;;;;;;;;;x
c_dorven_adj;Dorven;;;;;;;;;;;;;x
c_doublecross;Doublecross;;;;;;;;;;;;;x
c_doublecross_adj;Doublecrosser;;;;;;;;;;;;;x
c_dragonbridge_adj;dragonbridger;;;;;;;;;;;;;x
c_dragonclaw;Dragonclaw;;;;;;;;;;;;;x
c_dragonclaw_adj;Dragonclaw;;;;;;;;;;;;;x
